session,created,modified,ended,expired,prpid,topic,group,plotx_01,plotx_02,plotx_03,plotx_04,plotx_05,plotx_06,plotx_07,plotx_08,plotx_09,plotx_10,plotx_11,plotx_12,plotx_13,plotx_14,plotx_15,plotx_16,plotx_17,plotx_18,plotx_19,plotx_20,itemo,conse,diffi_01,sensi_01,acccl_01,accu3_01,accov_01,infor_01,value_01,diffi_02,sensi_02,acccl_02,accu3_02,accov_02,infor_02,value_02,diffi_03,sensi_03,acccl_03,accu3_03,accov_03,infor_03,value_03,diffi_04,sensi_04,acccl_04,accu3_04,accov_04,infor_04,value_04,diffi_05,sensi_05,acccl_05,accu3_05,accov_05,infor_05,value_05,diffi_06,sensi_06,acccl_06,accu3_06,accov_06,infor_06,value_06,diffi_07,sensi_07,acccl_07,accu3_07,accov_07,infor_07,value_07,diffi_08,sensi_08,acccl_08,accu3_08,accov_08,infor_08,value_08,diffi_09,sensi_09,acccl_09,accu3_09,accov_09,infor_09,value_09,diffi_10,sensi_10,acccl_10,accu3_10,accov_10,infor_10,value_10,attention_check,diffi_11,sensi_11,acccl_11,accu3_11,accov_11,infor_11,value_11,diffi_12,sensi_12,acccl_12,accu3_12,accov_12,infor_12,value_12,diffi_13,sensi_13,acccl_13,accu3_13,accov_13,infor_13,value_13,diffi_14,sensi_14,acccl_14,accu3_14,accov_14,infor_14,value_14,diffi_15,sensi_15,acccl_15,accu3_15,accov_15,infor_15,value_15,diffi_16,sensi_16,acccl_16,accu3_16,accov_16,infor_16,value_16,diffi_17,sensi_17,acccl_17,accu3_17,accov_17,infor_17,value_17,diffi_18,sensi_18,acccl_18,accu3_18,accov_18,infor_18,value_18,diffi_19,sensi_19,acccl_19,accu3_19,accov_19,infor_19,value_19,diffi_20,sensi_20,acccl_20,accu3_20,accov_20,infor_20,value_20,check_01,check_02,umean_1x,umean_2x,umean_1y,umean_2y,uvary_2x,uvary_2y,uxaxs_1x,uyaxs_1x,uxaxs_1y,uyaxs_1y,mcstu,mcsto,mcsub,texpe,diffi,infor,value,check
T--j7aSzK0HujdeSZQf4ZPJc-iMwfo7Bojk90ZYUb0Km8-tyVnsJ-Nhrvk6KV2NV,2023-11-09T16:21:12Z,2023-11-09T17:02:40Z,2023-11-09T17:02:40Z,NA,5f279fd46a00a71cf536b06f,video_withsub_vs_without,eg_signaling_overlap,halfeye_yaxis_0.8,halfeye_xaxis_0.65,halfeye_xaxis_-0.35,halfeye_xaxis_0.2,halfeye_xaxis_-0.2,halfeye_yaxis_-0.65,halfeye_xaxis_0.8,halfeye_xaxis_0.35,halfeye_xaxis_0.5,halfeye_yaxis_0.35,halfeye_xaxis_-0.8,halfeye_yaxis_-0.2,halfeye_xaxis_-0.65,halfeye_yaxis_-0.5,halfeye_yaxis_0.2,halfeye_xaxis_-0.5,halfeye_yaxis_0.5,halfeye_yaxis_-0.8,halfeye_yaxis_0.65,halfeye_yaxis_-0.35,sensitivity_accuracy,1,2,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,2,4,4,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,4,4,4,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,4,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,5,4,5,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,5,3,4,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,5,4,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,5,4,4,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,4,4,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,4,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,5,4,NA,6,NA,-0.6,55,70,5,4,5,NA,-0.2,5,95,5,4,5,NA,0.6,30,70,5,5,5,NA,-0.4,40,90,5,4,5,NA,0.2,55,95,5,4,5,NA,-0.4,40,90,5,4,5,NA,0.2,65,85,5,4,5,NA,-0.4,25,80,5,5,5,NA,0.4,60,85,5,4,4,NA,-0.2,45,95,5,4,5,NA,5,3,2,5,1,1,"The frequency of each score, so the proportion of students that have reached that score",The score,the score,how many students got that score,6,Tutoring high school and bachelor students,1,5,4.65,4.65,4.15,NA
THVyScznxfRc9eQh7zEOygjryIfiEOHzZ6IKbeDcGnRhRrvCDEebiSBY3tPLl1wl,2023-11-09T12:45:07Z,2023-11-09T13:05:12Z,2023-11-09T13:05:12Z,NA,5fa9392c0cc79c03b3f4eb58,experiment_simulation_vs_lab,eg_signaling_overlap,halfeye_xaxis_0.65,halfeye_yaxis_-0.35,halfeye_xaxis_0.2,halfeye_yaxis_0.5,halfeye_yaxis_-0.2,halfeye_xaxis_0.8,halfeye_xaxis_-0.65,halfeye_xaxis_0.35,halfeye_yaxis_-0.65,halfeye_xaxis_-0.5,halfeye_yaxis_-0.5,halfeye_xaxis_-0.2,halfeye_yaxis_-0.8,halfeye_xaxis_-0.8,halfeye_yaxis_0.65,halfeye_yaxis_0.35,halfeye_xaxis_-0.35,halfeye_yaxis_0.8,halfeye_yaxis_0.2,halfeye_xaxis_0.5,sensitivity_accuracy,1,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,6,7,4,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,4,5,6,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,6,6,6,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,7,7,6,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,6,6,7,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,7,7,7,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,7,7,7,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,6,6,7,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,7,7,6,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,7,7,NA,7,NA,-0.2,36,90,6,6,6,NA,-0.2,46,94,5,5,7,NA,-0.4,30,75,7,7,7,NA,-0.4,19,73,7,6,7,NA,0.2,60,70,6,6,6,NA,0.2,60,90,7,7,7,NA,-0.2,40,90,7,7,7,NA,-0.6,70,69,7,7,7,NA,0.2,59,95,7,7,7,NA,0.4,59,86,7,7,6,NA,5,3,2,5,1,1,number of students gaining that mark,test marks,test scores,number of students getting that mark,6,college of further education,2,22,6.45,6.45,6.5,NA
TTfbDYoNNP-mi4Zcad0Ly02K0dJtfKwUHGGM49sjFHYyTZf6bSyrOHfr0n24DMf4,2023-11-09T18:51:29Z,2023-11-09T19:03:29Z,2023-11-09T19:03:29Z,NA,5ff36c7915b59b8f8cbb5204,lesson_live_vs_video,cg,halfeye_yaxis_0.5,halfeye_yaxis_0.35,halfeye_yaxis_-0.2,halfeye_yaxis_0.8,halfeye_yaxis_-0.5,halfeye_yaxis_-0.65,halfeye_xaxis_-0.5,halfeye_xaxis_0.35,halfeye_xaxis_-0.2,halfeye_yaxis_0.2,halfeye_yaxis_-0.35,halfeye_xaxis_0.5,halfeye_xaxis_0.2,halfeye_xaxis_0.8,halfeye_xaxis_-0.35,halfeye_xaxis_0.65,halfeye_yaxis_0.65,halfeye_xaxis_-0.65,halfeye_xaxis_-0.8,halfeye_yaxis_-0.8,sensitivity_accuracy,1,6,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,2,3,6,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,2,3,6,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,1,1,7,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,2,2,6,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,2,2,6,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,2,2,4,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,1,2,4,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,2,2,4,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,2,2,6,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,2,2,NA,2,NA,0,50,95,2,2,4,NA,0.2,60,90,2,2,4,NA,0,52,97,2,1,6,NA,0.4,60,90,3,2,4,NA,-0.2,45,94,2,2,2,NA,0.2,55,90,2,2,5,NA,0.2,65,90,2,2,5,NA,-0.2,40,85,2,2,6,NA,-0.2,40,80,1,2,6,NA,-0.2,35,90,2,2,NA,NA,5,3,2,5,1,1,Number of students,Knowledge test score,Knowledge test score,Number of students,2,NA,1,1,4.95,1.9,2,NA
TY86wDpSl3fSnW4z1O2LdKciYMoEgq7j7Z5rIHVmELt9wISVWT2WVzwopFwGdp3I,2023-11-09T14:25:34Z,2023-11-09T14:25:42Z,NA,NA,5f6fb3e1e5d748575a2cff99,reading_digital_vs_analog,eg_signaling_overlap,halfeye_yaxis_0.2,halfeye_xaxis_-0.5,halfeye_xaxis_0.65,halfeye_xaxis_0.8,halfeye_yaxis_0.65,halfeye_xaxis_0.5,halfeye_yaxis_0.8,halfeye_yaxis_0.5,halfeye_xaxis_-0.8,halfeye_xaxis_-0.35,halfeye_yaxis_-0.2,halfeye_xaxis_0.2,halfeye_yaxis_-0.35,halfeye_yaxis_-0.8,halfeye_xaxis_0.35,halfeye_xaxis_-0.65,halfeye_yaxis_0.35,halfeye_yaxis_-0.5,halfeye_xaxis_-0.2,halfeye_yaxis_-0.65,accuracy_sensitivity,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TZnG4-Jq8QThflRRbwo9VwEBFLrcyVL6t-vY60-FEOsA2kdrJ55bGNnMRL60y8uo,2023-11-09T14:31:34Z,2023-11-09T14:32:09Z,NA,NA,5fb6a1222d290f0a260c08e3,lesson_live_vs_video,cg,halfeye_yaxis_0.2,halfeye_yaxis_-0.8,halfeye_xaxis_0.35,halfeye_yaxis_-0.2,halfeye_xaxis_-0.2,halfeye_xaxis_-0.65,halfeye_xaxis_0.65,halfeye_yaxis_0.5,halfeye_xaxis_0.5,halfeye_xaxis_-0.8,halfeye_yaxis_-0.35,halfeye_yaxis_0.35,halfeye_yaxis_0.65,halfeye_yaxis_0.8,halfeye_xaxis_-0.35,halfeye_xaxis_0.8,halfeye_xaxis_-0.5,halfeye_yaxis_-0.5,halfeye_xaxis_0.2,halfeye_yaxis_-0.65,accuracy_sensitivity,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Td2YbZRp6TjkaB0kG7WRXD4qbdwppkRdB8nHP1F3Oujw5u9ZH2HjM-CamFQ89TPN,2023-11-09T11:48:54Z,2023-11-09T11:51:07Z,NA,NA,5ce2a924feca320001f93ee7,lesson_live_vs_video,cg,halfeye_yaxis_-0.2,halfeye_xaxis_-0.2,halfeye_yaxis_-0.5,halfeye_xaxis_-0.8,halfeye_xaxis_-0.5,halfeye_xaxis_0.35,halfeye_yaxis_0.65,halfeye_xaxis_0.2,halfeye_xaxis_0.5,halfeye_xaxis_0.65,halfeye_yaxis_0.5,halfeye_xaxis_0.8,halfeye_xaxis_-0.35,halfeye_yaxis_-0.35,halfeye_yaxis_-0.65,halfeye_yaxis_0.2,halfeye_yaxis_0.35,halfeye_yaxis_0.8,halfeye_xaxis_-0.65,halfeye_yaxis_-0.8,sensitivity_accuracy,1,6,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TkL_1Znx-eAmhdIfAMWjgZxTypy3JRYMe8zrn43XSckKdU_BP5tSOQULJOuVMPxt,2023-11-23T16:42:20Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TlJUNUfe3zSnLKM8n2L3u2aw9KYRZhp5v3uaz4mg5I_HwV6XUr30kSlx9Gdy3xX3,2023-11-09T13:36:58Z,2023-11-09T13:37:39Z,NA,NA,5bd976646210bd0001ba6a38,experiment_simulation_vs_lab,eg_signaling_overlap,halfeye_xaxis_-0.65,halfeye_yaxis_0.5,halfeye_yaxis_-0.2,halfeye_yaxis_0.2,halfeye_yaxis_0.65,halfeye_xaxis_0.65,halfeye_xaxis_0.8,halfeye_xaxis_0.5,halfeye_yaxis_-0.35,halfeye_xaxis_0.35,halfeye_xaxis_0.2,halfeye_yaxis_0.8,halfeye_xaxis_-0.5,halfeye_yaxis_-0.8,halfeye_yaxis_-0.65,halfeye_yaxis_-0.5,halfeye_xaxis_-0.2,halfeye_xaxis_-0.35,halfeye_xaxis_-0.8,halfeye_yaxis_0.35,accuracy_sensitivity,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tnd3hrCOE7T671U03Lelzve1XUEkk3RJf-q5Apjwct_4qcwszzurSeTwt-QaDZOk,2023-11-09T12:43:16Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TpTsbQKUJ_WjZR-wexAwl9YIUjLjrwxk1_6h39k2gqkxMtx5neqQp9V3rUINI9Sy,2023-11-09T13:15:38Z,2023-11-09T13:37:45Z,2023-11-09T13:37:45Z,NA,5dea5ba4446c901777bde897,experiment_simulation_vs_lab,eg_signaling_overlap,halfeye_yaxis_0.8,halfeye_xaxis_-0.5,halfeye_yaxis_0.65,halfeye_yaxis_-0.2,halfeye_yaxis_0.35,halfeye_xaxis_-0.2,halfeye_yaxis_-0.65,halfeye_yaxis_0.5,halfeye_xaxis_0.8,halfeye_xaxis_0.2,halfeye_xaxis_0.35,halfeye_xaxis_0.65,halfeye_xaxis_-0.8,halfeye_yaxis_-0.5,halfeye_yaxis_-0.8,halfeye_xaxis_0.5,halfeye_yaxis_0.2,halfeye_yaxis_-0.35,halfeye_xaxis_-0.65,halfeye_xaxis_-0.35,sensitivity_accuracy,1,4,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,3,6,4,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,4,5,3,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,5,5,2,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,2,2,3,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,4,5,3,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,3,3,5,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,5,5,3,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,5,5,6,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,6,5,2,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,2,2,NA,3,NA,0.6,52,90,2,2,3,NA,0.8,60,80,4,4,4,NA,-0.6,25,70,3,5,4,NA,-0.6,35,80,2,3,4,NA,-0.6,30,60,3,4,3,NA,0.6,60,80,3,4,4,NA,0,5,90,5,5,3,NA,-0.2,5,85,3,3,4,NA,-0.6,30,70,3,3,3,NA,-0.4,40,85,4,4,4,NA,5,3,2,5,1,1,Number of students at a particular knowledge test score.,The knowledge test score of the students.,The knowledge test score range.,Number of students.,1,NA,"2, 3",20,3.5,3.55,4,NA
TxJECN-UGJjuP19hdycG4XZF56FgdhAkwml3k1xr6iQhpS5CXISQBUJyW0d-MwOT,2023-11-09T12:54:08Z,2023-11-09T13:08:38Z,2023-11-09T13:08:38Z,NA,5f58cbbf94c647065a0b45f0,experiment_simulation_vs_lab,eg_benchmark,halfeye_yaxis_-0.8,halfeye_xaxis_-0.2,halfeye_xaxis_-0.35,halfeye_xaxis_0.65,halfeye_xaxis_-0.8,halfeye_xaxis_0.35,halfeye_yaxis_0.2,halfeye_yaxis_-0.2,halfeye_yaxis_-0.5,halfeye_xaxis_0.2,halfeye_yaxis_0.35,halfeye_yaxis_-0.65,halfeye_xaxis_-0.5,halfeye_xaxis_0.5,halfeye_yaxis_0.65,halfeye_xaxis_-0.65,halfeye_yaxis_0.8,halfeye_xaxis_0.8,halfeye_yaxis_0.5,halfeye_yaxis_-0.35,sensitivity_accuracy,1,3,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,2,2,3,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,1,2,2,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,2,2,2,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,2,2,2,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,2,2,2,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,2,2,2,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,1,2,1,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,1,1,1,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,1,1,2,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,1,1,NA,2,NA,0.2,55,95,2,2,2,NA,-0.4,30,90,2,2,1,NA,-0.2,45,90,2,2,3,NA,0.2,55,90,2,2,2,NA,0.4,60,90,3,2,3,NA,-0.4,45,90,2,2,2,NA,0.6,60,85,2,2,2,NA,0.4,60,90,2,2,2,NA,0.4,55,95,2,2,2,NA,-0.4,45,90,1,1,NA,2,5,3,2,5,1,1,Population density,Test score,Test score,Population density,6,University,1,3,2.05,1.75,1.8,NA
U3nNja1wOgEYfKJFtdCBJFZpFOTF7iQuAxEw8-f58QnBWYlcESFnR9nEu0Ta6QbX,2023-11-09T12:11:12Z,2023-11-09T12:26:38Z,2023-11-09T12:26:38Z,NA,5cab5e8a2eafae00169803e1,reading_digital_vs_analog,eg_signaling_overlap,halfeye_xaxis_-0.5,halfeye_xaxis_0.65,halfeye_yaxis_0.2,halfeye_yaxis_0.8,halfeye_xaxis_-0.8,halfeye_yaxis_0.5,halfeye_yaxis_-0.5,halfeye_yaxis_-0.65,halfeye_xaxis_0.35,halfeye_xaxis_-0.65,halfeye_yaxis_-0.2,halfeye_yaxis_-0.35,halfeye_xaxis_0.8,halfeye_yaxis_0.35,halfeye_yaxis_0.65,halfeye_xaxis_0.5,halfeye_xaxis_-0.35,halfeye_xaxis_-0.2,halfeye_xaxis_0.2,halfeye_yaxis_-0.8,accuracy_sensitivity,1,3,NA,-0.6,39,80,5,3,3,NA,0.8,60,80,6,4,6,NA,0.4,5,90,5,5,5,NA,0.6,10,50,5,5,4,NA,-0.6,10,50,4,3,5,NA,0.4,10,75,5,4,6,NA,-0.4,5,75,4,5,6,NA,-0.4,20,80,5,6,5,NA,-0.4,55,75,5,5,5,NA,-0.4,30,69,5,5,1,4,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,4,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,5,4,6,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,4,4,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,4,4,4,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,4,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,5,5,3,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,5,4,4,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,4,5,4,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,3,4,5,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,5,5,5,NA,5,3,2,5,1,1,"distribution of students' results, hence more to the right means more students with this certain test score","knowledge, hence the students' test score","knowledge of the stundets, hence their test score","distribution of students' results, hence more to the top means more students with this certain test score",6,university and special business school,1,3,4.65,4.6,4.5,NA
